name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
London,2023-11-26,8.4,0.6,4.1,7.3,0.6,3.3,2.7,90.7,0.028,100,25,rain,0,0,29,14.8,189.3,1015,80.9,9.5,14.3,1.3,1,10,2023-11-26T07:36:05,2023-11-26T15:59:00,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-11-27,10.1,5.6,8.1,10.1,2.5,5.6,6.7,90.8,7.381,100,45.83,rain,0,0,34.4,19.3,293,1000.3,95.5,13.9,8.8,0.7,0,10,2023-11-27T07:37:37,2023-11-27T15:58:07,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-11-28,7.1,2.6,5.2,5.2,-0.7,2.9,2.5,82.7,2.384,100,4.17,rain,0,0,26.4,15,311.9,1008.9,48.8,17.5,21.5,1.8,3,10,2023-11-28T07:39:07,2023-11-28T15:57:18,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-11-29,6.1,1.8,3.8,5.2,-0.3,2.9,0.2,78.1,0,0,0,rain,0,0,17.1,10.1,356.6,1004.7,54,14.2,27.4,2.5,2,10,2023-11-29T07:40:36,2023-11-29T15:56:32,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-11-30,4.8,-0.9,1.9,2.1,-4.2,-0.6,-0.8,82.4,0,0,0,,0,0,23.2,13.8,39.1,1002.9,32.3,12.4,17.9,1.7,2,10,2023-11-30T07:42:03,2023-11-30T15:55:49,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-01,4.1,0,1.5,1.7,-3.4,-1,-0.6,86.3,0.001,100,4.17,"rain,snow",0,0,20.5,11.3,12.6,1008.1,50.1,9,15.3,1.3,1,10,2023-12-01T07:43:28,2023-12-01T15:55:08,0.63,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-02,0.6,-2.3,-0.5,-0.9,-5,-2.8,-1.5,92.7,0,0,0,,0,0,20.1,9,296.5,1015.6,91.9,5.1,15.7,1.3,1,10,2023-12-02T07:44:52,2023-12-02T15:54:31,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-03,8.1,-0.9,5.4,5.8,-3.4,3,4.3,92,0.422,100,45.83,rain,0,0,30,17.8,167.9,1010.3,85.4,11.4,11.8,1,1,10,2023-12-03T07:46:14,2023-12-03T15:53:57,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-04,7.8,6.1,6.8,5.6,2.4,4,5.6,92,5.425,100,66.67,rain,0,0,37.5,21,113.9,997.2,98.8,7.3,4.5,0.5,0,10,2023-12-04T07:47:33,2023-12-04T15:53:27,0.73,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-05,7.5,5.6,6.3,5.3,3.3,4.1,4.6,88.5,2.4,100,41.67,rain,0,0,23.7,12.6,343.6,1008,95.5,9.2,13,1.2,1,10,2023-12-05T07:48:51,2023-12-05T15:52:59,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-06,6.8,0.4,3.8,6.1,0.4,2.6,2,88.1,0,0,0,,0,0,21.9,11.1,87.6,1017.1,52.8,12.8,18.7,1.5,2,10,2023-12-06T07:50:06,2023-12-06T15:52:35,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-07,8.6,5.1,7.2,7,2.2,4.2,4.8,84.5,1.611,100,37.5,rain,0,0,44.6,23.4,153.1,1007.1,85.1,13.3,9.8,0.9,1,10,2023-12-07T07:51:19,2023-12-07T15:52:14,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-08,11.6,6,8.8,11.6,4.1,7.3,6.8,87.9,0.01,100,8.33,rain,0,0,29.4,18.5,219.7,1004.3,35.5,10.1,20,1.7,2,10,2023-12-08T07:52:30,2023-12-08T15:51:56,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-09,13.6,8.1,10.3,13.6,5.8,9,6.9,80.1,1.659,100,37.5,rain,0,0,67,42.5,239.4,996.7,66.7,12.9,10.9,1,1,10,2023-12-09T07:53:38,2023-12-09T15:51:42,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-10,11.8,7.7,9.8,11.8,4.5,8.3,6.6,80.7,7.757,100,16.67,rain,0,0,52.7,34.3,237.3,1001.5,45.3,13,7.7,0.7,0,10,2023-12-10T07:54:44,2023-12-10T15:51:31,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-11,11.1,6.3,9.6,11.1,5,8.9,6,78.3,1.987,100,4.17,rain,0,0,56.7,36.7,255.5,1003.3,74.3,15.7,21.2,1.9,2,10,2023-12-11T07:55:47,2023-12-11T15:51:23,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-12,11.6,7.8,9.4,11.6,5.8,8.1,8.4,93.9,5.645,100,41.67,rain,0,0,28.8,19.3,200.8,997.7,84.1,12.1,13.7,1.1,1,10,2023-12-12T07:56:48,2023-12-12T15:51:19,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-13,8.6,6.5,7.8,6.9,3.4,5.1,5.8,87.6,6.165,100,25,rain,0,0,55.4,24.6,332.2,1002.7,97.6,13.3,8.5,0.7,1,10,2023-12-13T07:57:46,2023-12-13T15:51:19,0.02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-14,8.1,4,6,7.1,1.6,4.5,4.5,89.9,0.598,100,12.5,rain,0,0,22.3,13.1,264.7,1021.5,77.9,12.5,12.5,1.1,1,10,2023-12-14T07:58:41,2023-12-14T15:51:21,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-15,9.1,5.1,7.5,7.8,3.9,6.2,4.8,83.5,0,0,0,,0,0,20.1,13.2,243.8,1035.5,75.2,14.6,12.9,0.9,1,10,2023-12-15T07:59:33,2023-12-15T15:51:28,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-16,11.1,6.6,10,11.1,4.2,9.3,8.3,88.6,0,0,0,,0,0,36.6,22.3,238.8,1038.5,94,13,9.3,0.8,1,10,2023-12-16T08:00:23,2023-12-16T15:51:37,0.13,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-17,11.1,9.5,10.3,11.1,6.6,9.7,6.8,79.2,0,0,0,,0,0,44.7,25.8,230.4,1034,95.8,16.1,19.9,1.7,2,10,2023-12-17T08:01:09,2023-12-17T15:51:50,0.16,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-18,12.6,10,11.2,12.6,10,11.2,7.9,80,0,0,0,,0,0,37.6,24.3,228.6,1028.2,97.4,15.7,13.6,1.3,1,10,2023-12-18T08:01:52,2023-12-18T15:52:06,0.2,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-19,12.8,5.8,10.3,12.8,2.5,9.4,8.5,88.8,15.572,100,41.67,rain,0,0,41,21.6,259.7,1020.2,76.1,11.7,5,0.4,0,10,2023-12-19T08:02:33,2023-12-19T15:52:26,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-20,11,4.7,8.2,11,1.3,6.4,5.6,83.3,0,0,0,,0,0,38.9,28.8,262.3,1018.1,46.4,18.5,15.4,1.3,1,10,2023-12-20T08:03:10,2023-12-20T15:52:49,0.27,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-21,14.3,10.5,12.1,14.3,10.5,12.1,7,71.6,0.001,100,4.17,rain,0,0,62.6,35.1,277.5,1008,78.9,21.5,14.4,1.3,1,10,2023-12-21T08:03:44,2023-12-21T15:53:16,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-22,12.5,9.1,11,12.5,6.6,10.7,6.5,73.7,0.2,100,8.33,rain,0,0,47,34.7,276.6,1012.7,82.6,21.4,15.4,1.4,1,10,2023-12-22T08:04:15,2023-12-22T15:53:46,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-23,12.1,9.3,10.8,12.1,6.3,10,6.6,75.2,0,0,0,,0,0,45.6,30.4,260.5,1013.1,79.3,25.6,22.9,1.9,2,10,2023-12-23T08:04:42,2023-12-23T15:54:19,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-24,15.1,11.5,13.4,15.1,11.5,13.4,10.5,82.3,0.602,100,16.67,rain,0,0,54.9,37,247.8,1006.2,99.2,21.9,9.8,0.8,1,10,2023-12-24T08:05:06,2023-12-24T15:54:55,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-25,14,11.1,12.5,14,11.1,12.5,10.6,88.5,6.967,100,50,rain,0,0,50.1,26.8,244.7,1007.1,97.6,15.9,6.6,0.5,0,10,2023-12-25T08:05:27,2023-12-25T15:55:35,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-26,10.6,5.6,8,10.6,4.2,6.4,4.7,80.3,0.005,100,4.17,rain,0,0,39.4,20.8,251.8,1015.1,43,16,18.4,1.5,1,10,2023-12-26T08:05:45,2023-12-26T15:56:17,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-27,12.3,7.3,10.5,12.3,5.2,10,8.2,85.8,4,100,50,rain,0,0,70.1,36.2,199.2,1006.6,91.8,11.5,3.5,0.2,0,10,2023-12-27T08:05:59,2023-12-27T15:57:03,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-28,12.6,10.6,11.7,12.6,10.6,11.7,7.4,75.1,0.231,100,33.33,rain,0,0,60.8,36.6,231.3,1004.9,83.7,11.1,21.3,1.8,1,10,2023-12-28T08:06:10,2023-12-28T15:57:52,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-29,11.6,7,9.8,11.6,4,8.8,5.5,74.9,3.177,100,8.33,rain,0,0,49.2,32.2,244.8,1006.8,61.1,20,13.4,1.2,1,10,2023-12-29T08:06:17,2023-12-29T15:58:44,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
London,2023-12-30,12.1,6.1,9.8,12.1,3.3,8.9,7.2,83.7,0.206,100,29.17,rain,0,0,62.5,35.4,195.7,1004.5,81.3,14.6,10,0.9,1,10,2023-12-30T08:06:22,2023-12-30T15:59:39,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
London,2023-12-31,12.1,6.5,8.5,12.1,3.5,5.6,5.5,81.8,7.999,100,41.67,rain,0,0,67,40.1,221.2,988.9,83.7,15.9,15.5,1.4,2,10,2023-12-31T08:06:22,2023-12-31T16:00:37,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,F6665,03781099999,03672099999,03772099999,03770099999"
